11026;2857;SuperiorCard;33339803629677;3;2006
11027;5526;Vista;11116685159067;3;2005
11043;5960;SuperiorCard;33336106847481;7;2008
11044;5244;Distinguish;55552044541057;6;2007
11045;5225;ColonialVoice;77774887499164;6;2005
11053;7430;ColonialVoice;77772607436861;9;2007
11056;8428;SuperiorCard;33333018932932;6;2006
11062;6096;Distinguish;55556398411241;9;2007
11065;3510;SuperiorCard;33336021521483;8;2008
11074;7914;SuperiorCard;33337780127313;8;2008
11076;4157;Vista;11115213005456;10;2006
11091;4515;Distinguish;55554003187331;7;2006
11092;6174;ColonialVoice;77776217768324;1;2007
11094;3504;ColonialVoice;77774811368548;6;2006
11096;5114;SuperiorCard;33331479742544;11;2005
11098;5986;ColonialVoice;77774257499407;2;2006
11099;5231;Distinguish;55555143689876;11;2008
11100;6138;SuperiorCard;33332211768137;2;2006
11104;8139;SuperiorCard;33336157228700;2;2006
11106;5510;SuperiorCard;33335193082645;12;2007
11107;4781;Distinguish;55555101071660;12;2008
11115;4765;SuperiorCard;33335607414016;9;2007
11120;6073;ColonialVoice;77771464856102;11;2008
11130;6801;SuperiorCard;33337634293496;11;2006
11131;3003;ColonialVoice;77773127307669;4;2008
11132;8490;ColonialVoice;77773377438321;2;2005
11133;7681;Distinguish;55559324867984;4;2008
11135;4624;Distinguish;55553127928619;11;2008
11143;6401;Vista;11118847041687;5;2006
11144;4268;SuperiorCard;33332438276248;10;2006
11146;3532;SuperiorCard;33335195981806;9;2006
11147;6463;Distinguish;55553891380684;12;2007
11149;6747;Distinguish;55556064642623;7;2007
11153;8391;SuperiorCard;33337294332146;8;2005
11165;7251;Vista;11115511686654;5;2005
11170;3164;ColonialVoice;77774513829319;9;2005
11175;5468;Distinguish;55554830841176;11;2007
11177;5651;Vista;11116171029927;1;2007
11181;4935;SuperiorCard;33333397915013;6;2008
11182;3087;Distinguish;55557186454078;3;2007
11194;7727;ColonialVoice;77775129990866;7;2006
11196;2800;ColonialVoice;77779345698168;8;2005
11198;8052;Distinguish;55551129030513;2;2006
11199;7729;Vista;11116327213519;12;2005
11200;5409;SuperiorCard;33332560700462;6;2007
11201;3054;SuperiorCard;33336101710687;12;2005
11202;7092;ColonialVoice;77776732416289;6;2005
11203;5463;Vista;11112163943274;11;2006
11208;3225;ColonialVoice;77775711841780;12;2008
11213;3074;ColonialVoice;77772994438519;3;2006
11214;4847;ColonialVoice;77775180203906;7;2006
11215;7440;Vista;11116002237015;1;2007
11220;2477;Distinguish;55556893630816;8;2007
11221;5941;Distinguish;55557852562046;8;2008
11222;2773;Vista;11116850981251;3;2008
11223;3197;Vista;11113366963373;7;2008
11224;2656;ColonialVoice;77773351344008;11;2005
11226;2873;SuperiorCard;33337003522883;9;2005
11232;3210;SuperiorCard;33334441072433;10;2007
11234;3686;ColonialVoice;77774756808242;9;2008
11237;7511;Vista;11117115547841;4;2005
11238;3392;ColonialVoice;77771647096870;3;2006
11241;2436;Vista;11116156636132;3;2005
11246;6162;Vista;11114905330625;2;2008
11250;2526;ColonialVoice;77771837353481;10;2008
11257;7742;ColonialVoice;77772346473078;9;2006
11258;4422;Distinguish;55559997479596;8;2007
11260;7966;Distinguish;55554315795550;2;2005
11263;8473;Vista;11114707317136;8;2006
11266;3560;Distinguish;55558273826415;1;2006
11267;6679;ColonialVoice;77773530039455;9;2005
11269;6565;SuperiorCard;33335828421013;5;2007
11273;5982;Vista;11111451664173;6;2006
11274;5755;SuperiorCard;33332868797023;2;2005
11277;4855;ColonialVoice;77772613432348;1;2006
11279;2996;ColonialVoice;77771594358819;5;2008
11285;3992;Vista;11115307896822;1;2008
11286;6067;SuperiorCard;33338505761883;10;2008
11292;4363;SuperiorCard;33337426611508;4;2007
11293;5643;ColonialVoice;77779037991230;1;2006
11294;4480;Distinguish;55558625386820;12;2006
11296;3390;Distinguish;55558086551345;4;2007
11297;6090;Distinguish;55555111344498;4;2006
11306;6569;Distinguish;55554907141936;3;2006
11310;8059;SuperiorCard;33331740307687;11;2007
11312;8443;Distinguish;55559526307744;10;2005
11314;7316;SuperiorCard;33337713705655;2;2005
11315;3165;Vista;11113032674406;12;2006
11321;8078;SuperiorCard;33332918272349;9;2005
11323;6205;SuperiorCard;33335675682300;3;2008
11325;5887;SuperiorCard;33339886295706;6;2008
11329;2731;SuperiorCard;33333327723729;6;2008
11335;7551;SuperiorCard;33336359851952;9;2006
11337;7701;ColonialVoice;77778961132860;9;2005
11344;5432;Distinguish;55552845008972;1;2008
11349;4543;ColonialVoice;77776755686502;5;2007
11350;4840;ColonialVoice;77773199305207;3;2007
11356;4274;ColonialVoice;77772590665021;7;2006
11357;6416;SuperiorCard;33333520766420;5;2005
11360;6819;ColonialVoice;77779821881588;9;2008
11366;7583;ColonialVoice;77776739557932;3;2007
11368;4235;SuperiorCard;33339213916300;1;2008
11373;4491;SuperiorCard;33334607853311;1;2006
11377;1699;Vista;11114327156526;11;2005
11378;2542;Vista;11116279157417;8;2005
11384;2654;SuperiorCard;33337341583911;11;2007
11389;5144;SuperiorCard;33337215832696;9;2006
11393;4156;Vista;11118296275919;2;2005
11395;6089;ColonialVoice;77776543911668;10;2008
11396;4742;SuperiorCard;33335594029523;4;2008
11400;8578;SuperiorCard;33339854078989;5;2007
11405;3725;ColonialVoice;77773987673802;9;2005
11412;2903;SuperiorCard;33332535787987;4;2008
11422;2552;Vista;11118604405128;6;2006
11429;3885;SuperiorCard;33338222504878;9;2008
11436;3558;Vista;11114920101253;8;2006
11437;2791;SuperiorCard;33332936738115;12;2008
11440;7806;Distinguish;55552128388604;3;2005
11448;5746;ColonialVoice;77777141636795;10;2008
11453;4028;Distinguish;55558068566318;12;2007
11457;7065;Distinguish;55551849130787;9;2008
11458;4775;Distinguish;55554780985829;3;2007
11460;4392;SuperiorCard;33332843291799;11;2006
11462;2393;Vista;11119269561060;11;2006
11471;6159;Distinguish;55552392623312;7;2007
11472;2614;SuperiorCard;33332248470639;11;2008
11474;4368;ColonialVoice;77772809092176;1;2006
11475;3829;Distinguish;55555772694613;11;2006
11479;5624;SuperiorCard;33334384754810;10;2006
11481;2492;Distinguish;55551263765317;11;2007
11482;7115;Vista;11118704496901;10;2007
11484;2965;SuperiorCard;33336115312170;9;2005
11488;8034;SuperiorCard;33338203979446;8;2007
11492;4279;ColonialVoice;77772541517088;7;2008
11495;2416;Distinguish;55557510210121;10;2005
11507;2661;Distinguish;55554447293034;9;2006
11510;4361;SuperiorCard;33337358907740;3;2006
11511;5541;ColonialVoice;77776106221078;3;2007
11515;2528;Distinguish;55559411568670;8;2008
11516;7322;SuperiorCard;33339438960558;1;2005
11519;7703;Vista;11112511187776;10;2008
11521;8193;ColonialVoice;77775181182689;5;2008
11522;6762;ColonialVoice;77779618857476;8;2006
11523;4785;Vista;11118954212849;9;2007
11526;2988;SuperiorCard;33336496829372;3;2006
11528;7200;ColonialVoice;77778041005167;11;2005
11529;6261;Vista;11116323681245;2;2008
11531;4431;Vista;11111316435927;10;2007
11535;4974;SuperiorCard;33333207112880;5;2006
11536;6482;Distinguish;55557476787021;5;2005
11539;6616;SuperiorCard;33337069061684;11;2008
11540;6627;Vista;11114898331275;6;2008
11543;8695;Vista;11119674541776;1;2005
11545;7767;SuperiorCard;33332228479255;3;2007
11547;7298;Vista;11114898209910;12;2005
11550;6061;ColonialVoice;77777815880127;1;2006
11552;6707;Vista;11117340844850;2;2008
11553;8511;Distinguish;55556826467858;3;2007
11554;2894;SuperiorCard;33334176553489;8;2008
11555;7606;ColonialVoice;77775387740943;5;2008
11556;4286;SuperiorCard;33336691970793;6;2007
11559;7880;ColonialVoice;77779483128220;1;2006
11563;3819;Vista;11114914672671;3;2005
11568;7117;Vista;11117418526170;8;2005
11573;7211;ColonialVoice;77777859400208;1;2006
11574;3489;ColonialVoice;77773019695857;6;2008
11577;6264;Vista;11114755061458;3;2006
11578;4728;Distinguish;55558753831001;10;2006
11580;4387;SuperiorCard;33335204642249;3;2006
11583;3487;Distinguish;55553026587766;11;2008
11586;6624;Distinguish;55558051793682;5;2007
11592;8368;Vista;11119749928159;6;2006
11593;6946;Distinguish;55553406670777;12;2006
11601;8185;Vista;11111291087235;2;2006
11603;8306;ColonialVoice;77779020994360;7;2005
11609;5462;ColonialVoice;77773749825982;6;2006
11610;4217;SuperiorCard;33338395261732;12;2008
11623;7657;Vista;11112697057173;6;2005
11628;8075;SuperiorCard;33338866863022;6;2007
11630;3424;SuperiorCard;33332460537871;6;2008
15115;6759;Distinguish;55556856203233;9;2008
15116;8283;ColonialVoice;77773899663886;12;2005
15128;7133;Vista;11112956030142;7;2006
15134;7207;ColonialVoice;77773691535511;4;2008
15142;5161;ColonialVoice;77777755532508;5;2005
15146;3162;Vista;11114020601434;2;2007
15148;6386;Vista;11118289833536;9;2005
15149;2690;ColonialVoice;77776696343776;2;2007
15153;2500;Vista;11117091935623;12;2008
15155;2463;Vista;11116754049465;9;2006
15156;6970;ColonialVoice;77772523854308;2;2008
15159;5293;Vista;11111987067058;8;2007
15161;8381;Vista;11118037224882;10;2006
15166;4464;SuperiorCard;33336936857386;6;2007
15170;8035;Vista;11117571057865;8;2005
15181;4953;SuperiorCard;33339364968146;10;2006
15183;8435;ColonialVoice;77776940251209;9;2008
15190;2941;Vista;11111258832301;3;2008
15191;5067;Vista;11117209852636;2;2005
15192;8628;SuperiorCard;33334029704446;7;2005
15197;5375;Vista;11112851849341;6;2006
15200;4535;Vista;11118954833752;4;2008
15205;3601;Vista;11114095529354;9;2006
15207;2845;Distinguish;55553621281623;10;2007
15210;4162;ColonialVoice;77772668437313;4;2008
15211;2612;Vista;11119579990404;12;2006
15214;3035;Vista;11115939762209;10;2007
15215;6611;Distinguish;55552557594207;4;2007
15217;6537;Distinguish;55554773015742;12;2008
15220;6556;Vista;11116938446250;10;2008
15227;2854;Distinguish;55559842226582;8;2007
15231;7098;SuperiorCard;33332735380027;10;2008
15237;4314;Distinguish;55553197437337;1;2007
15242;6875;SuperiorCard;33331009697797;7;2005
15253;3733;SuperiorCard;33337924172311;6;2007
15254;7519;Distinguish;55551046681651;10;2006
15259;7863;Distinguish;55553807417351;9;2008
15263;7777;Vista;11112532699456;4;2006
15268;2529;Vista;11119775599330;2;2006
15270;8517;Vista;11112220134162;2;2005
15272;5757;SuperiorCard;33332745115058;6;2007
15273;6919;SuperiorCard;33337614737048;1;2007
15277;3214;SuperiorCard;33332830578706;5;2006
15278;6921;Distinguish;55559207536181;6;2005
15280;7330;ColonialVoice;77775987850437;8;2007
15283;5448;SuperiorCard;33334316788642;3;2007
15289;8232;Distinguish;55555160389729;3;2005
15290;4253;SuperiorCard;33334723808689;2;2005
15299;4887;Vista;11112218773867;8;2005
15303;3427;Distinguish;55557743670862;10;2007
15304;7278;ColonialVoice;77774677692811;3;2006
15305;6382;Vista;11116512270919;11;2006
15310;2989;SuperiorCard;33333180784250;7;2008
15312;7631;ColonialVoice;77778074920099;11;2006
15315;2950;SuperiorCard;33339953737520;5;2007
15321;4210;Vista;11111118891716;7;2005
15325;5915;ColonialVoice;77776474833115;1;2008
15328;3855;Distinguish;55556779365170;4;2008
15330;8457;Vista;11112911211922;5;2007
15332;5422;Distinguish;55556926736769;4;2007
15336;3881;Distinguish;55552297689520;7;2005
15339;6123;Distinguish;55552866366676;6;2007
15340;7175;SuperiorCard;33335435900165;11;2006
15342;7788;Distinguish;55559359900568;6;2006
15344;5113;ColonialVoice;77772319364699;9;2006
15346;4872;ColonialVoice;77772778238911;6;2007
15351;6524;SuperiorCard;33336116263022;5;2007
15353;8387;Distinguish;55552622605880;11;2007
15358;8041;Vista;11111090397221;3;2007
15359;5924;Distinguish;55556334875785;6;2006
15361;5709;Distinguish;55553199255153;2;2006
15363;6641;Vista;11111414253657;5;2006
15370;3523;Distinguish;55552406285885;11;2005
15371;6312;Vista;11115782273662;10;2006
15374;4649;Vista;11113654138275;6;2007
15379;3061;SuperiorCard;33333489485692;1;2007
15381;8569;ColonialVoice;77776524035517;9;2005
15384;4413;SuperiorCard;33334781376183;5;2008
15387;4099;ColonialVoice;77778363906526;12;2006
15391;6867;SuperiorCard;33333126191544;1;2007
16050;7750;Vista;11114911147648;4;2007
16051;5190;Vista;11112335805877;3;2008
16053;7896;Distinguish;55553816746419;10;2007
16065;8138;SuperiorCard;33338263798520;9;2008
16067;3280;SuperiorCard;33333708063339;4;2007
16073;7291;Distinguish;55555181072067;4;2005
16077;3068;ColonialVoice;77771338521530;9;2008
16082;5949;Distinguish;55554098624810;3;2005
16083;4558;Distinguish;55554674360143;1;2007
16092;3529;Vista;11113174835553;10;2007
16095;4630;Distinguish;55553728783036;1;2008
16096;2607;SuperiorCard;33335394511155;11;2005
16097;3460;Vista;11116358965464;4;2005
16110;6904;ColonialVoice;77776921261351;7;2006
16123;2736;Distinguish;55552942821133;11;2007
16126;8012;SuperiorCard;33336884975462;8;2005
16129;6888;Vista;11115974258137;8;2006
16130;1739;SuperiorCard;33334394499932;10;2006
16133;6969;Vista;11116262857274;3;2005
16138;6670;Distinguish;55552304141831;4;2007
16139;7761;SuperiorCard;33339303207599;11;2006
16140;4318;Vista;11111643806601;1;2005
16141;8322;SuperiorCard;33333794072392;2;2006
15397;5127;Distinguish;55555356314328;2;2007
15398;5673;SuperiorCard;33338284484471;4;2008
15406;3051;Vista;11117820763787;1;2005
15412;6574;SuperiorCard;33337086242518;10;2008
15417;4548;Vista;11115787079184;2;2007
15422;7572;Distinguish;55551755496586;11;2006
15423;5192;ColonialVoice;77776808250420;9;2006
15429;5520;Distinguish;55553519105774;12;2007
15430;2790;ColonialVoice;77775268628866;8;2008
15432;4986;SuperiorCard;33335101685239;2;2008
15433;5270;Distinguish;55556598147813;7;2006
15435;8295;Vista;11117698422740;7;2006
15446;7916;SuperiorCard;33334083883831;1;2008
15447;7652;Distinguish;55558517562588;8;2005
15449;3869;ColonialVoice;77778448053493;4;2008
15453;7505;Distinguish;55554562530283;10;2006
15457;3187;Vista;11114451877088;5;2008
15459;6094;SuperiorCard;33339386373422;8;2008
15461;6628;SuperiorCard;33335858109031;5;2006
15463;4252;SuperiorCard;33337411860033;5;2005
15465;6358;Distinguish;55559988703203;4;2007
15467;5584;SuperiorCard;33333506148799;2;2007
15469;3836;ColonialVoice;77778231477347;3;2008
15473;3962;Vista;11115692063920;9;2005
15478;7593;Vista;11111574236635;1;2007
15481;2438;ColonialVoice;77777173055843;2;2008
15482;6054;Vista;11112086799639;9;2006
15484;5991;Vista;11112198910214;9;2006
15486;5817;Distinguish;55554473814750;4;2008
15491;2525;ColonialVoice;77771161268692;5;2008
15494;3659;ColonialVoice;77777852594000;11;2006
15501;6619;ColonialVoice;77778334547694;5;2006
15503;8370;Distinguish;55554065815567;3;2005
15509;7029;Distinguish;55552358732255;4;2006
15510;6498;Distinguish;55552235386334;3;2005
15511;3405;Distinguish;55558690541111;8;2008
15512;5668;Vista;11117359273047;2;2007
15514;8330;Distinguish;55557247114686;9;2006
15522;6514;Vista;11117645130105;11;2008
15523;6435;SuperiorCard;33337877653036;8;2006
15526;7520;ColonialVoice;77774106263425;3;2008
15533;3635;SuperiorCard;33337689033406;12;2005
15538;5475;ColonialVoice;77779548382134;1;2005
15546;6143;Vista;11114815786346;12;2007
15547;6812;SuperiorCard;33337287711471;12;2008
15549;5084;Distinguish;55555323226052;10;2007
15551;8235;SuperiorCard;33336500381343;12;2006
15553;8198;Distinguish;55551801777503;6;2006
15555;3183;SuperiorCard;33334387667196;8;2005
15558;3148;ColonialVoice;77779032654896;11;2005
15560;3318;ColonialVoice;77779446130554;2;2005
15566;5502;Vista;11117378487802;4;2006
15568;5515;Distinguish;55552919607013;1;2005
15575;4511;Distinguish;55552630444236;5;2005
15576;4512;ColonialVoice;77773839920230;5;2008
15577;3382;SuperiorCard;33337476461542;11;2008
15579;7180;SuperiorCard;33337631951247;11;2008
15581;3371;Vista;11111253500149;2;2008
15587;3485;SuperiorCard;33331501279076;12;2006
15592;6236;ColonialVoice;77779525777980;8;2008
15599;5646;Distinguish;55558972348885;8;2007
15604;4084;ColonialVoice;77773581996778;9;2005
15606;3866;Vista;11119523928802;4;2007
15608;8397;Distinguish;55557123548955;12;2006
15609;5141;Distinguish;55553927209009;10;2005
15610;3528;Distinguish;55552015759115;8;2005
15614;7829;ColonialVoice;77778647248035;2;2006
15616;6239;ColonialVoice;77772273448292;3;2006
15618;5883;Distinguish;55557352168448;4;2008
15619;7930;Distinguish;55559470598317;6;2006
15620;7493;ColonialVoice;77777957629959;11;2006
15622;1735;ColonialVoice;77774372766970;7;2005
15624;6830;ColonialVoice;77779129449973;1;2006
15639;8122;ColonialVoice;77774191006648;4;2008
15641;3870;Vista;11115615899436;2;2005
15642;4856;Distinguish;55559897467940;3;2007
15648;8162;ColonialVoice;77773788064011;4;2007
15650;5562;Vista;11115318086273;8;2007
15651;7267;SuperiorCard;33338596861247;2;2007
15654;7935;ColonialVoice;77777012965805;2;2005
15656;5634;Vista;11114753614635;3;2006
15663;5729;SuperiorCard;33335614330628;7;2006
15666;4802;ColonialVoice;77778692503407;10;2005
15668;2993;ColonialVoice;77776453807492;2;2005
15669;3464;ColonialVoice;77773831413213;5;2006
15670;7850;Vista;11119680870578;9;2007
15672;2956;ColonialVoice;77771694270497;12;2006
15680;8606;Vista;11111273404650;10;2006
15683;5744;Distinguish;55557241789774;5;2005
15684;6826;Distinguish;55556433894856;12;2007
15693;7470;SuperiorCard;33331021816772;1;2006
15694;3144;Distinguish;55559817581793;7;2007
15700;5485;ColonialVoice;77774675706151;7;2006
15702;3286;Distinguish;55558708339026;10;2006
15708;4444;ColonialVoice;77777751276275;3;2006
15717;7100;Distinguish;55552000152444;4;2005
15720;7083;SuperiorCard;33334842472636;8;2005
15721;4862;ColonialVoice;77773886236253;11;2008
15723;4579;Vista;11117545907814;9;2007
15736;8693;Distinguish;55555254612657;9;2006
15744;8274;ColonialVoice;77774161819891;9;2007
15748;6243;SuperiorCard;33333558763390;9;2008
15750;3244;Distinguish;55557158842836;11;2008
15751;2510;Distinguish;55556382031773;10;2006
15755;5600;Vista;11115078824887;10;2007
15759;7937;Vista;11114000095168;3;2005
15761;4397;SuperiorCard;33333490984139;12;2008
15763;4416;Distinguish;55559262985867;1;2005
15769;7545;Vista;11118494033570;11;2005
15771;3292;Distinguish;55555303023429;8;2005
15773;6954;SuperiorCard;33338872153758;5;2007
15774;2717;SuperiorCard;33337539270232;9;2005
15775;8647;Distinguish;55553572881291;2;2006
15779;5359;ColonialVoice;77773010517813;9;2007
15780;5855;ColonialVoice;77777504092035;3;2006
15781;4214;Vista;11113030066507;6;2006
15783;6675;SuperiorCard;33332865282868;1;2005
15789;1736;Distinguish;55555110819795;3;2005
15792;6466;Vista;11111580041582;1;2008
15794;8478;Distinguish;55559452274908;1;2007
15800;6638;Distinguish;55558087259099;6;2005
15802;8575;ColonialVoice;77771610059428;6;2008
15806;4955;SuperiorCard;33332664695310;11;2006
15807;1737;SuperiorCard;33338291311173;7;2008
15809;6233;Vista;11118465985835;11;2005
15810;7637;Vista;11114095794153;4;2008
15811;1738;SuperiorCard;33339024740438;1;2007
15818;4064;Vista;11118688677264;9;2007
15822;8617;Distinguish;55552842061122;7;2005
15823;8507;SuperiorCard;33336677513164;10;2005
15825;7673;ColonialVoice;77777390713031;9;2007
15826;7578;ColonialVoice;77773719390201;10;2008
15827;8636;SuperiorCard;33334293123726;10;2008
15835;4600;Distinguish;55555191667836;10;2007
15840;2709;ColonialVoice;77775276585043;9;2007
15841;5479;Distinguish;55557997552723;9;2007
15842;3399;SuperiorCard;33331842425813;8;2006
15847;4248;SuperiorCard;33334794270522;12;2008
15854;7266;SuperiorCard;33337924439373;4;2008
15856;5452;Vista;11115806632381;6;2008
15859;3943;ColonialVoice;77777330442312;6;2006
15861;7752;Vista;11111382978805;5;2006
15865;7467;ColonialVoice;77771207022480;5;2005
15870;8567;Vista;11116566861869;1;2007
15873;3161;ColonialVoice;77779771776186;8;2006
15876;5065;ColonialVoice;77774030395315;1;2007
15878;5806;Vista;11111797264607;12;2008
15888;3006;ColonialVoice;77776073228183;8;2008
15890;6376;ColonialVoice;77779982397656;10;2006
15893;3619;SuperiorCard;33333209754353;4;2005
15897;3388;Distinguish;55556845489992;7;2008
15900;3817;SuperiorCard;33332133029710;3;2008
15902;6169;Vista;11114588839196;10;2007
15903;3955;SuperiorCard;33331912505385;10;2005
15909;6815;ColonialVoice;77772513044395;9;2005
15910;5550;ColonialVoice;77774319301942;6;2006
15912;7319;ColonialVoice;77772843203296;8;2007
15926;4632;SuperiorCard;33339422392976;1;2006
15927;8741;ColonialVoice;77777697898447;11;2006
15931;6581;ColonialVoice;77779093052950;11;2006
15940;5202;Vista;11114050946592;10;2007
15941;7900;Vista;11113535042976;1;2007
15942;4804;Distinguish;55557906880934;12;2007
15946;3761;Vista;11116026691269;3;2006
15948;7663;Vista;11118885013591;9;2008
15950;8205;Vista;11118375720051;8;2007
15953;6997;ColonialVoice;77779049999248;7;2008
15955;6881;Distinguish;55558586082594;3;2005
15956;6582;SuperiorCard;33332438525461;11;2008
15957;5989;SuperiorCard;33332590010772;3;2008
15966;2749;ColonialVoice;77779934469573;11;2007
15968;3734;ColonialVoice;77772834002657;5;2007
15971;6547;Vista;11118114929932;5;2008
15974;4656;ColonialVoice;77776361851162;3;2006
15978;4410;SuperiorCard;33335097275771;11;2008
15980;3302;SuperiorCard;33336289240796;6;2005
15981;5843;SuperiorCard;33336050180436;11;2007
15985;4912;Vista;11117595654565;12;2007
15992;7529;Vista;11119510365005;5;2008
